Unnamed: 0,id,category,subcategory,title,abstract,provider
63417,N85420,news,newsus,Surviving Santa Clarita school shooting victims on road to recovery: Latest,"What should have been a normal Thursday spiraled into a nightmare for students and teachers at Saugus High School in Santa Clarita, California.",abcnews
63628,N58760,news,newscrime,Police find 26 children behind false wall at Colorado day care,"The state of Colorado has suspended the license for Play Mountain Place daycare in Colorado Springs after they uncovered 26 children behind a false wall in the owner's basement, all under the age of three-years-old.",foxnews
63629,N37648,autos,autosnews,12 Cars Lose Consumer Reports' Recommendation Over Reliability Issues,"The Ford F-150, Honda Passport, and others no longer have the designation, but 20 models gain it",consumerreports
63683,N83491,news,newsworld,"At NATO summit, Trump to stress US allies' defense spending","President Donald Trump will try to convince U.S. allies that they should increase defense spending when he attends a meeting of NATO leaders next month in London, the White House said Friday.",apnews
63995,N46894,foodanddrink,tipsandtricks,How much turkey do you need to buy per person?,"When hosting Thanksgiving dinner, there are a lot of questions regarding the menu that may come up.",allrecipes
64024,N47891,autos,autosenthusiasts,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,The Ferrari-beater you've probably never heard of,motorsportmagazine
64026,N76810,foodanddrink,restaurantsandnews,Everyday heroes step up to help lone Waffle House employee,Sometimes you just have to be the change you wish to see in a Waffle House.,thetakeout
64072,N104437,news,newsgoodnews,This Is The Moment A Senior Shelter Dog Knew He Was Safe,Finding happiness is no guarantee for pets awaiting adoption at animal shelters   especially for dogs like Jack.,thedodo
64278,N27723,lifestyle,lifestylebuzz,Is Miss USA Ready for Its First Woman In a Wheelchair?,"Madeline Delp opens up to Glamour about finding a formal gown that works with her disability, dealing with bladder incontinence on stage, and competing for the crown this weekend at the Miss North Carolina USA pageant, the last step before making it to Miss USA 2020.",glamour
64586,N19831,sports,basketball_nba,Bill Russell finally accepts Basketball Hall of Fame ring,"SPRINGFIELD, Mass. (AP)   Bill Russell finally accepted his Basketball Hall of Fame ring. The 11-time NBA champion, five-time MVP, Olympic gold medalist and two-time NCAA champ said on Twitter on Friday that he was presented with his Hall of Fame ring in a private ceremony. The 85-year-old Boston Celtics great didn't attend the induction ceremony in 1975. He said he didn't deserve to be the first black player inducted, tweeting: ""I felt others...",nba
64718,N107199,sports,football_nfl,Wilson deletes tweet of him standing over concussed Smith-Schuster,The fallout from one of the most bitter games in NFL history rages on.,thebiglead
64734,N89764,sports,football_nfl,Report: Police investigating woman's death after Redskins' player Montae Nicholson took her to hospital,"Police are investigating an apparent drug-overdose death of a woman after the Redskins' Montae Nicholson took her to a hospital, according to reports.",usatoday
64740,N53018,news,newsworld,"U.S. Troops Will Die If They Remain in Syria, Bashar Al-Assad Warns",President Donald Trump has said a force of Americans will remain in the east of the country to guard the oil fields there.,newsweek
64747,N17038,autos,autosclassics,Pair Of 'New' 1987 Buick Grand Nationals Pulled From Garage After 30 Years,"This pair of Grand Nationals have only 1,400 miles combined!",motortrend
64786,N46641,sports,more_sports,"Former North Carolina State, NBA player Anthony Grundy dies in stabbing, police say",Anthony Grundy starred at North Carolina State before playing professionally. He was killed in a stabbing Thursday in Louisville.,apnews
64812,N12384,lifestyle,lifestylebuzz,Mini Mister Rogers! Hospital Dresses Up Newborn Babies as Beloved TV Icon for World Kindness Day,Mister Rogers Babies: Hospital Dresses Up Newborns as TV Icon,people
64883,N64957,news,newsus,Dozens of Colorado sheriffs say they won't enforce red flag gun law,"Several sheriffs in the state of Colorado are digging in their heels against a gun law that will go into effect January 1, allowing for the temporary confiscation of firearms if a gun owner shows dangerous or threatening behavior. 60 Minutes reports on red flag laws being adopted across the country, Sunday",cbsnews
65079,N18258,news,newsworld,Russia lands forces at former U.S. air base in northern Syria,Russia lands forces at former U.S. air base in northern Syria,reuters
65139,N55801,weather,weathertopstories,"High tides surge through Venice, locals rush to protect art","Exceptionally high tidal waters surged through Venice again on Friday, prompting the mayor to close St. Mark's Square and call for more donations for repairs just three days after the Italian lagoon city suffered its worst flooding in 50 years.",apnews
65175,N72133,autos,autossema,Wild & wonderful treasures of SEMA 2019   US edition,"The best customs, restorations and radical builds from the world's largest custom car show",cambridge
65264,N35304,finance,finance-taxes,Raise Billions From Billionaires? Tax Experts Say It's Not That Simple,"One of the signature initiatives of Elizabeth Warren's presidential campaign is a wealth tax that, she says, would pay for many of the programs she proposes.",nytimes
65323,N97684,finance,finance-savemoney,Everything You Need to Know About Holiday Shopping at Your Favorite Stores,Make your holiday shopping more efficient with this complete guide.,forbes
65332,N123462,news,newscrime,Court puts hold on Rodney Reed's scheduled execution,"With new, compelling evidence in Reed's case, the call to halt his Nov. 20 execution has been building in recent weeks.",nbcnews
65422,N7041,news,elections-2020-us,Sessions wins endorsement from key GOP senators,"Eleven Senate Republicans Friday endorsed former Attorney General Jeff Sessions in his bid to regain the Senate seat in Alabama that he held for two decades, bucking a White House that has frowned on him running again.",washingtonexaminer
65432,N56784,news,elections-2020-us,Louisiana governor's race is the latest test of Trump's clout,"On Saturday, the final governor's race of the year is the next test of how much Trump's clout can lift a candidate. In Kentucky, the GOP candidate lost, but in Mississippi, the Republican won",cbsnews
65530,N18468,sports,football_nfl,Belichick mocks social media in comments on Garrett incident,Bill Belichick was his typically self despite the atypical circumstances that went on during the Browns-Steelers game Thursday night.,cbssports
65536,N15438,news,newspolitics,Tense TV: CNN's Blitzer asks Kellyanne Conway about husband,"Kellyanne Conway told CNN's Wolf Blitzer that he embarrassed himself following a tense exchange Thursday where he asked the White House counselor to respond to her husband's criticism of President Donald Trump on television. Lawyer George Conway has frequently attacked his wife's boss on social media. MSNBC brought him into the studio Wednesday to serve as an analyst during its coverage of the House impeachment hearings. Blitzer,...",apnews
65555,N42765,news,newsscienceandtechnology,AirFly Pro can stream Bluetooth audio to and from any 3.5mm jack,The advantage of switching to wireless headphones is not having to worry about cords getting tangled up and tugging uncomfortably at your ears.,engadget
65657,N16435,weather,weathertopstories,Multiple storms to march across the Northwest US in the coming days,"The first in a parade of storms for the northwestern United States will bring rain and mountain snow over the next couple of days, but will this stormy pattern continue throughout November?",yahoo
65724,N18356,finance,finance-companies,The world's most profitable company is about to go public,The oil company that made Saudi Arabia rich is going public. Some say the timing couldn't be worse.,bbc
65795,N73556,sports,football_nfl,Report: At least 24 teams expected to attend Kaepernick's workout,It looks like the majority of the teams in the league are at least curious to see whether or not Colin Kaepernick has lost a step.,espn
65826,N80770,news,newsus,Judge agrees Alabama Islamic State recruit is not US citizen,"A judge agreed Thursday with President Donald Trump's administration that an Alabama woman who joined the Islamic State group was not a US citizen, leaving the 25-year-old and her son in limbo in Syria. Reggie Walton, a federal judge in Washington, agreed with the government's position that Hoda Muthana's father was still a diplomat when she was born, making her ineligible for US citizenship, a lawyer for Muthana said. The lawyer, Christina...",apnews
65872,N126067,sports,football_nfl,It's not just the Browns vs. Steelers. NFL has memorable history of fighting on the gridiron,"After the Browns-Steelers brawl on Thursday, particularly Myles Garrett's outburst, let's relive some of the NFL's best fights in its history.",usatoday
65990,N72977,music,musicnews,"Taylor Swift Says Scooter Braun, Scott Borchetta Are Blocking Her From Playing Old Hits at AMAs","Taylor Swift has taken to social media to tell fans that Scott Borchetta, her former label head at Big Machine Records, and his new partner Scooter Braun are trying to nix her plans for a retrospective performance at the American Music Awards, as well as denying the use of her recordings for a documentary she",cbsnews
66002,N26553,tv,tv-celebrity,Joshua Jackson and Jodie Turner-Smith spark marriage speculation,Joshua Jackson and Jodie Turner Smith may be secretly married.,harpersbazaar
66005,N121375,news,newspolitics,"Besieged on all sides, Gordon Sondland clings to power","Despite a growing list of contradictions in his testimony, an attorney for the embattled diplomat says he ""has no intention of resigning.""",washingtonpost
66115,N69591,lifestyle,lifestyleroyals,Meghan Markle Says That Archie Has Two Teeth and Is Crawling,The cutest? Or the cutest ever?,townandcountrymag
66146,N19162,news,newspolitics,"Giuliani Faces U.S. Probe on Campaign Finance, Lobbying Breaches","Rudy Giuliani, President Donald Trump's personal lawyer, is being investigated by federal prosecutors for possible campaign finance violations and a failure to register as a foreign agent as part of an active investigation into his financial dealings, according to three U.S. officials.",bloomberg
66239,N82503,health,health-news,FDA issues warning to Dollar Tree about selling 'potentially unsafe drugs',"The FDA has issued a warning letter to Dollar Tree for receiving OTC drugs produced by foreign manufacturers that have been found to be adulterated, including acne treatment pads and Assured brand drugs.",fda
66258,N51163,lifestyle,lifestylebuzz,Family told to take down Christmas display because it's too soon to decorate,A Texas couple was told by their homeowners association to pump the brakes on their Christmas cheer.,today
66354,N92905,foodanddrink,recipes,The Unlikely Star of My Family's Thanksgiving Table,"It's hard to remember life before broccoli cheese rice casserole. Or, B.B.C.R.C.E. (Before Broccoli Cheese Rice Casserole Era). What did the Kim clan have to look forward to every Thanksgiving before the cheesy family-favorite side dish entered our lives? Stuffing, maybe. Green bean casserole. Macaroni and cheese. Ham in cola, a quirky recipe from Nigella Lawson that she picked up from the American South. Certainly nothing from the Korean...",salon
66425,N87192,finance,finance-companies,Bill Gates tops Jeff Bezos as world's richest person with Amazon slide,This time it's official.,bloomberg
66434,N60510,news,newsus,"Texas officer who shot woman in her home sometimes had 'tunnel vision,' review says","Texas officer Aaron Dean's review last year shows he was critiqued for having ""tunnel vision."" Dean is charged with the murder of Atatiana Jefferson",apnews
66515,N83732,news,newspolitics,Multiple Lawmakers Under Investigation Over Ethical Misconduct,"WASHINGTON   The House Ethics Committee announced on Thursday that it was investigating whether Representative Alcee L. Hastings, Democrat of Florida, violated House rules by having a personal relationship with a member of his staff or accepting inappropriate gifts. Mr. Hastings has made no secret of his relationship with an employee in his congressional office, telling The Palm Beach Post in April that he remained in a relationship with a staff...",nytimes
66579,N112897,foodanddrink,recipes,How to Make the Perfect Chocolate Chip Cookie,Love cakey cookies? Or crispy ones? How about chewy? We show you how to make the perfect chocolate chip cookies according to your taste. The post How to Make the Perfect Chocolate Chip Cookie appeared first on Taste of Home.,cooking.nytimes
66588,N92223,lifestyle,lifestylebuzz,This 10-Year-Old Girl's Demanding Christmas Wish List Will Blow Your Mind,"A father recently shared his 10-year-old daughter's demanding Christmas wish list on Twitter. It includes a Chanel bag, $4,000, ""purfum,"" and so much more.",indianexpress
66688,N129416,music,musicnews,"Taylor Swift Rep Hits Back at Big Machine, Claims She's Actually Owed $7.9 Million in Unpaid Royalties",Taylor Swift's team responds to Big Machine's denial.,billboard
66710,N46555,news,newspolitics,Federal Prosecutors Probe Giuliani's Links to Ukrainian Energy Projects,"Federal prosecutors in New York are investigating whether Rudy Giuliani stood to personally profit from a Ukrainian natural-gas business pushed by two associates who also aided his efforts there to launch investigations that could benefit President Trump, people familiar with the matter said.",wsj
66981,N91737,movies,movienews,13 Reasons Why's Christian Navarro Slams Disney for Casting 'the White Guy' in The Little Mermaid,13 Reasons Why's Christian Navarro Slams Little Mermaid's Eric Casting,people
67155,N69938,lifestyle,lifestyleroyals,Meghan Markle and Hillary Clinton Secretly Spent the Afternoon Together at Frogmore Cottage,Meghan Markle Invites Hillary Clinton to Her Frogmore Cottage Home,people
67168,N117105,news,newspolitics,Roger Stone Is Convicted of Impeding Investigators in a Bid to Protect Trump,"For decades, Roger J. Stone Jr. played politics as a kind of performance art, starring himself as a professional lord of mischief, as a friend once called him. He tossed bombs and spun tales from the political periphery with no real reckoning, burnishing a reputation as a dirty trickster. On Friday morning, a reckoning arrived, the consequence of his efforts to sabotage a congressional investigation that threatened his longtime...",seattletimes
67257,N70240,sports,soccer,Dest makes quick impact as US rebounds to beat Canada 4-1,"ORLANDO, Fla. (AP)   Sergiño Dest set up a goal in the second minute of his American competitive debut, Gyasi Zardes scored twice and the United States overwhelmed Canada early in a 4-1 CONCACAF Nations League match on Friday night. A month after Canada embarrassed the Americans with a 2-0 victory at Toronto for its first win over the Americans since 1985, Jordan Morris, Zardes and Aaron Long scored as the U.S. built a 3-0 halftime lead. Steven...",apnews
67420,N103830,news,newsus,A 16-second spasm of violence leaves 2 dead at Saugus High School,"Two students were killed and three other teens were wounded in a shooting at Saugus High School in Santa Clarita on Thursday morning, authorities said.",latimes
67434,N125045,news,newspolitics,George Conway and Trump Jr. trade personal insults during impeachment hearing,Conservative commentator George Conway and Donald Trump Jr. squared off via Twitter during Marie Yovanovitch's public impeachment hearing Friday.,thehill
67476,N28863,news,newsworld,Last survivor of the Hindenburg disaster dies at age 90,"The last remaining survivor of the Hindenburg disaster, Werner Gustav Doehner, who suffered severe burns to his face, arms and legs before his mother managed to toss him and his brother from the burning airship, has died. Doehner, the last among 62 passengers and crew who escaped the May 6, 1937 fire, was 90. The fire killed his father, sister and 34 others. He was just 8 years old at the time of the crash.",smithsonianmag
67482,N25621,lifestyle,lifestyleroyals,Queen Elizabeth Just Rode Horseback at Age 93,The British monarch isn't letting a small thing like age keep her from living her life.,townandcountrymag
67680,N117802,tv,tv-celebrity,"Pete Davidson, Kaia Gerber Are Dating, Trying to Stay 'Low Profile'","Pete Davidson, Kaia Gerber Are Dating, Trying to Stay 'Low Profile'",insider
67719,N54368,news,newsus,South Carolina teen gets life in prison for deadly elementary school shooting,"Jesse Osborne, the teenager responsible for a shooting at a South Carolina elementary school in 2016, was sentenced to life in prison.",usatoday
67842,N128045,video,science,How to Watch the Leonid Meteor Shower This Weekend,Look up this weekend to catch shooting stars radiating from the constellation Leo.,cnn
67878,N56602,tv,tv-celebrity,The Kardashians Face Backlash Over 'Insensitive' Family Food Fight in KUWTK Clip,Kardashian's Face Backlash Over Family Food Fight,people
67897,N99609,finance,financenews,Stadium cash reserves outrun projections,"The charitable gambling revenue that pays for the state's share of U.S. Bank Stadium is growing at a healthy clip, leaving a large amount of extra cash in the reserve account. The stadium reserve fund hit $44 million in 2018, and is on track to reach $193 million by the summer of 2023, according to a new report by the Legislative Auditor. The stadium payments are roughly $30 million per year for 30 years. The reserve fund is designed as a...",kare11
67963,N52388,news,newsgoodnews,Homeless woman living in SUV with dogs moves into apartment with community's help,Two friends in suburn Philadelphia reached out to residents via the Nextdoor app to get food and housing for a former pharmacist with health issues living in an SUV.,abcnews
67992,N73966,news,elections-2020-us,FactChecking Biden's CNN Town Hall,"In a televised town hall, former Vice President Joe Biden made several false or misleading statements while commenting on climate change, veterans and health care. The post FactChecking Biden's CNN Town Hall appeared first on FactCheck.org.",cnn
68075,N30582,sports,football_ncaa,Opinion: Baylor football back on top four years after sexual assault scandal rocked campus,"For many watching Saturday night, it will be difficult to get past the name Baylor when the undefeated Bears play Oklahoma. Perhaps that's fair.",theguardian
68086,N123209,tv,tvnews,Survivor Contestants Missy Byrd and Elizabeth Beisel Apologize For Their Actions,Survivor contestants Missy Byrd and Elizabeth Beisel posted apologies to Twitter after they were shown onscreen using a fellow contestant's assault story to their advantage in the game,eonline
68119,N38685,music,ads-latingrammys,2019 Latin Grammy Awards: See all the photos from the red carpet,See the stars at the 2019 Latin Grammy Awards.,billboard
68267,N44453,news,newsus,"Trump's Washington hotel has fallen behind competitors, with rooms running nearly half empty, marketing materials show",A real estate firm hired by Trump's company distributed the materials to potential buyers.,washingtonpost
68280,N93453,health,weightloss,The 15 Best Breakfast Habits to Drop 10 Pounds,"Not only will you trim your muffin top and banish belly fat, you'll also set a healthy foundation for the rest of the day.",eatthis
68333,N4378,sports,basketball_nba,Report: Carmelo Anthony returning to NBA with Trail Blazers,"After months on the open market and fans clamoring for an NBA return, Carmelo Anthony finally has a new home.",nba
68427,N64669,tv,tv-celebrity,Teresa Giudice Gives Advice to Lori Loughlin as She Faces Prison in College Admissions Scandal (Exclusive),"ET sat down with the 'Real Housewives of New Jersey' star, where she shared some words of wisdom for Loughlin.",etonline
68484,N87470,travel,travelnews,Australia's Qantas operates 19 ½ hour London-Sydney flight,"PERTH, Australia (AP)   Australia's national carrier Qantas has completed a 19-and-a-half hour non-stop flight from London to Sydney, part of a series of tests to assess the effects of very long-haul flights.",apnews
68563,N113286,music,ads-latingrammys,Fashion hits and misses from the 2019 Latin Grammy Awards,See the best and worst dressed stars at this year's Latin Grammys.,wonderwall
68569,N76254,news,newsus,Arizona's tiny desert owl has new chance for protection,PHOENIX (AP)   Environmental groups say a tiny desert owl that makes its nest inside cavities of Arizona's saguaro cactus has a new chance for federal protection.,apnews
68580,N121138,news,newspolitics,Trump: Impeachment has been 'very hard on my family',"The president's comments came one day after the first day of public testimony, and just hours ahead of the Friday appearance of former U.S. ambassador to Ukraine Marie Yovanovitch.",nbcnews
68731,N49978,sports,football_nfl,"Myles Garrett on attacking Mason Rudolph: 'I made a mistake, I lost my cool'",,bbc.co.uk
68738,N82573,finance,markets,Treasury yields tick higher amid uncertainty over US-China trade deal,"U.S. government debt prices were lower Friday morning, as traders monitored U.S.-China trade developments.",cnbc
68754,N122640,sports,football_nfl,This was uglier than a brawl. And Myles Garrett deserves suspension for rest of year after helmet attack.,,yahoo
68767,N4331,news,newsworld,The week in history: Nov. 18-24,Every week we round up some of the major events and happenings from a week in history. Follow this series to see the timeline of the most important past moments.,wsws
68772,N118623,weather,weathertopstories,Nor'easter to grind at US East Coast this weekend,"High winds, heavy surf and drenching rain will pound part of the southern Atlantic coast this weekend, but some impact from the storm will expand to the coastal Northeast later this weekend to early next week.",wsj
68790,N21356,news,newscrime,5 arrested in connection with deadly shooting at Airbnb Halloween party,"Police have arrested five suspects in the Halloween shooting at a California Airbnb that left five partygoers dead. The arrests came during a coordinated police operation in four Northern California cities, reported San Francisco ABC station KGO. Five partygoers were killed on Halloween night at a house in the affluent town of Orinda, just east of Berkeley, that had been rented through Airbnb.",abcnews
68900,N76380,news,newspolitics,Former Ukraine ambassador testifies in public as a key witness speaks behind closed doors,Witnesses described how Yovanovitch was ousted following a 'smear' campaign led by Giuliani and his associates.,abcnews
68912,N39770,finance,markets,"Dow tops 28,000 for first time, capping 4-week win streak",The Dow Jones Industrial Average ended at another record high Friday after White House economic adviser Larry Kudlow said China and the U.S. were getting close to reaching a trade deal.,wsj
69100,N93873,finance,markets,China Lifts 4-Year Ban on U.S. Chicken,"China has agreed to lift a more than four-year-old ban on U.S. poultry imports, both governments said, in what a U.S. industry group said could lead to sales of $2 billion of poultry.",wsj
69116,N31323,lifestyle,lifestylebuzz,Dog Throws A Total Tantrum When She Realizes Mom Wants To Take The Stairs,"Aurora Angel Beste Nala has always been the friendliest dog, and loves going out on adventures and meeting new people.",thedodo
69191,N67206,news,newsus,Former Los Angeles police chief named interim in Chicago,"CHICAGO (AP)   Chicago's mayor on Friday named former Los Angeles police Chief Charlie Beck to serve as Chicago's interim police superintendent, a day after the city's top police officer announced he is retiring. Mayor Lori Lightfoot said Beck was the perfect choice for the job leading the police force in the nation's third-largest city. She noted that he implemented many of the same reforms in Los Angeles that Chicago has undertaken in recent...",apnews
69223,N19834,finance,markets,Jack Ma Says U.S.-China Trade Tension Could Last 20 Years,"Jack Ma, the co-founder and former chairman of Alibaba Group Holding Ltd., said the U.S.-China relationship could face 20 years of ""turbulence"" if the two superpowers aren't careful in how they handle trade.",apnews
69342,N67537,lifestyle,causes-green-living,What are Subscription-based Recycling Services and Can I Join One in My City?,Find out what subscription-based recycling is and if it's available in your town.,familyhandyman
69344,N32993,lifestyle,lifestylebuzz,Nine-year-old child genius to graduate from Dutch university,A child prodigy from Belgium is on course to gain a bachelor's degree at the tender age of nine.,cnn
69451,N101119,autos,autosenthusiasts,"State Trooper Stops Banana Car Driver, Gives Him $20 Instead of a Ticket","Is it a crime to be this ridiculous? Not in Kalamazoo, Michigan, where a 1993 Ford F-150 4x4 was turned into . . . this.",caranddriver
69491,N94999,news,newsus,Trump admin preparing to take over private land for border wall,The Trump administration is preparing court filings to begin taking over private land to build its long-promised border wall as early as this week   without confirming how much it will pay landowners first.,nbcnews
69698,N123455,news,newsworld,"After Mormon Family's Terror in Mexico, a Message Emerges: No One Is Safe","After Mormon Family's Terror in Mexico, a Message Emerges: No One Is Safe By Azam Ahmed LA MORA, Mexico   Andre Miller saw the column of black smoke rising from at least a mile away.",nytimes
69731,N104644,news,newspolitics,"Brett Kavanaugh calls Ruth Bader Ginsburg 'inspiration,' heaps gratitude on allies","In his first speech as a Supreme Court justice, Brett Kavanaugh heaped ""gratitude"" on his supporters and hailed Ruth Bader Ginsburg as an ""inspiration.""",abcnews
69772,N29160,sports,football_nfl,Opinion: Colin Kaepernick is about to get what he deserves: a chance,The end may be near for the 3-year-old saga of Colin Kaepernick as the quarterback is scheduled to work out for teams on Saturday.,usatoday
69850,N59297,autos,autosenthusiasts,The Coolest Car Lamborghini Never Made Is Up For Sale,"It's 1996. Jurassic Park has made dinosaurs cool again. The Lamborghini Diablo has been very effective at terrifying everyone and hiding the fact hat it has Nissan headlights. Zagato has taken the Diablo, removed the safety systems, and supplied the power of a 5.7-liter V12 into the hand of one lucky customer through the knob of a six-speed manual.",jalopnik
69881,N110073,news,newsus,Flooded Venice had tourists taking selfies and residents in tears,There's a sense that life in one of the world's most improbable and spellbinding cities is becoming unviable.,washingtonpost
69894,N99520,news,newspolitics,"Book by 'Anonymous' describes Trump as cruel, inept and a danger to the nation","The unidentified author claims that senior Trump administration officials considered resigning en masse last year in a ""midnight self-massacre"" to sound a public alarm about the president's conduct.",washingtonpost
69942,N15995,news,newspolitics,Impeachment hearings live stream: What's next in proceedings? Testimony continues Friday,Watch the House impeachment hearings live as the public phase of the inquiry into President Donald Trump begins Wednesday in Washington.,npr
69946,N73212,news,newsus,Fiancee of victim killed in Hard Rock Hotel accident describes his final moments,The body of Hard Rock Hotel collapse victim Quinnyon Wimberly will not be recovered before a demolition of the building.,abcnews
69999,N3623,entertainment,entertainment-celebrity,"The latest on Brad Pitt and Angelina Jolie's post-split relationship, plus more news","Brad Pitt reportedly wants to see his kids more than Angelina Jolie has made possible. Plus, more celebrity news for Nov. 14, 2019.",people
70014,N5521,news,newsus,"Missouri took 'extreme actions' to limit reproductive rights, House panel hears","Tracking patients' periods and medically unnecessary pelvic exams amount to 'state-sponsored abuse', says congresswoman",theguardian
70045,N107862,news,newsus,"Wrestling referee warned Rep. Jim Jordan about Ohio State doctor's sex misconduct, new lawsuit says","A college wrestling referee said in a lawsuit filed Thursday that he told Rep. Jim Jordan, R-Ohio, that he found Dr. Richard Strauss masturbating in the shower in front of him.",nbcnews
70169,N56565,finance,finance-companies,NASA Faulted for 'Unnecessary' $287.2 Million Boeing Payment,"NASA paid Boeing Co. an ""unnecessary"" $287.2 million premium for work on a new space vehicle -- a payment meant to compensate for scheduling delays caused by the company, a government audit found.",arstechnica
70257,N119999,lifestyle,voices,I've been writing about tiny homes for a year and finally spent 2 nights in a 300-foot home to see what it's all about   here's how it went,"I stayed in a tiny house for three days to see what the fuss was all about, and I was surprised by what I saw.",businessinsider
70337,N4858,lifestyle,lifestylebuzz,Kendall Jenner Wore the Tiniest Dress to Go Jewelry Shopping,No fall layers to see here.,harpersbazaar
70421,N34374,tv,tvnews,"Watch: 'The View' Versus Donald Trump Jr.: Loud, Low Blows, Politics, Scandals And Great TV","Updated throughout, videos added Whoopi Goldberg wouldn't say his name, Sunny Hostin said he was lying, Abby Huntsman accused him of using ""dictator"" tactics. And Donald Trump Jr. gave it back, accusing Joy Behar of once wearing blackface and resurrected Goldberg's defense of Roman Polanski as not committing ""rape rape,"" all in a",yahoo
70478,N82055,news,newspolitics,Meghan McCain confronts Trump Jr.: 'You and your family have hurt a lot of people',"Donald Trump Jr., the president's son, defended his family after ""View"" co-host Meghan McCain suggested they were responsible for the lack of ""character"" in American politics.",thehill
70494,N124847,lifestyle,lifestylehomeandgarden,17 Biggest Holiday Dos and Don'ts for Your Home,Following these holiday decorating tips including dos and don'ts from top professionals will turn any space into a winter wonderland.,bestlifeonline
70581,N95066,news,newscrime,"Iowan convicted of murder claims his life-sentence was served once he died, was revived in medical emergency. The court disagrees.",An Iowa convicted of murder was rushed from prison to the hospital where his heart was restarted five times. Now he claims he should be freed,bbc
70606,N48608,movies,movies-celebrity,Gwyneth Paltrow says her feelings about Harvey Weinstein are complicated,"As Weinstein maintains his innocence and awaits trial for rape, Paltrow says she's ""not sure"" how she feels about the man she used to work with. Paltrow also said ""loss of power"" seems to stop some men from further misconduct.",cnn
70721,N68216,video,animals,Horse Surprises and Delights Passengers on San Francisco-Bound Train,Commuters in San Francisco may have raised a collective eyebrow when they saw a miniature horse on their train. Veuer's Justin Kircher has more.,youtube
70740,N29433,news,newscrime,Another Palm Beach County juror may be jailed in new contempt case,"Right on the heels of a national controversy over a man jailed for missing jury duty, another South Florida juror now faces the possibility of being put behind bars.",sun-sentinel
70764,N84423,news,newscrime,One of FBI's Most Wanted fugitives offers surrender,One of the FBI's Most Wanted fugitives says he wants to surrender but claims his offers are being ignored by the United States government.,foxnews
71134,N50536,news,newscrime,Florida man demands deputies take down his mug shot. They replaced it with his booking photo.,A previously wanted Sarasota man who demanded his mugshot be removed from a law enforcement Facebook page has now had his image replaced with his booking photo. .,wtsp
71188,N92385,sports,football_nfl,Trent Williams to miss entire 2019 season as Redskins place OT on reserve/non-football injury list,Trent Williams won't take the field in 2019 after the Redskins placed the seven-time Pro Bowl left tackle on the reserve/non-football injury list.,usatoday
71250,N64235,news,newscrime,Oklahoma woman in failure-to-protect case to be released,"An Oklahoma woman who has served 15 years in prison for failing to report her boyfriend, who served just two years behind bars for abusing her children, is scheduled to be released from custody.",apnews
71763,N18625,news,newspolitics,"Trump 'violates all recognized democratic norms,' federal judge says in biting speech on judicial independence","U.S. District Judge Paul Friedman slammed President Trump for political attacks on federal judges, calling his aggressive insults a threat to judicial independence.",washingtonpost
71840,N62115,music,music-celebrity,"Kanye West Calls Himself a 'Christian Genius Billionaire,' Talks 2024 Presidential Run, Algae Sneakers","During the fifth annual Fast Company Innovation Festival in New York on Thursday (Nov. 7), Kanye West surprised the crowd by showing up for a panel discussion along with Yeezy head footwear designer Steven Smith.",hollywoodreporter
71842,N36428,news,newscrime,Suspect arrested in disappearance of college student,Authorities have arrested a suspect in the case of a missing Alabama college student.,theguardian
